name,line
ROSA, What the hell? Amy!
GINA," Pick your jaws up off the floor, ladies."
HOLT, Where did Gina come from?
JAKE," And here comes Jake! Whoo! Welcome to the big show. I was gonna sneak the plaque out without anybody knowing, but then I thought so much more fun to make you watch. Now enjoy as I steal the plaque of destiny. Ah, trying to pick the lock, El Capitán? That'll take at least three minutes, by which time I will have hidden this plaque somewhere you will never find it. Voilà. Of course, you could break the window, but you would never knowingly destroy government property, would you? Whoop! Well, misread that one."
HOLT, Aah!
GINA," So long, suckers!"
JAKE," Oh! Gina, are you okay?"
GINA, It's cool. I'm fine. Ain't no thang.
JAKE," Totally, girl! You look good!"
GINA," Oh, it hurts so bad. I hope to God I'm not humbled by this."
JAKE," I'm so sorry, Gina. It should have been Charles on those skates."
CHARLES, This is why you should always roller-skate with a helmet and a mouth guard.
ROSA," Hey, don't blame the victim."
CHARLES, I'm just so sick of roller skating's dangerous image. We're not all bad boys.
JAKE," Yeah, none. All right, Gina, get your stuff. I'm taking you to the dentist."
GINA," No, no, no, no. I'll go alone. I don't need anyone's help. Just order me an Uber SELECT or better."
HOLT," And despite our natural desire to stop everything, you'd like us to soldier on in your absence and keep the heist going?"
GINA," Yeah, that's fine."
HOLT," Well, you heard the lady. She insists we continue. Let's mop up this blood and get back at it."
AMY," With all due respect, sir, I don't think that's the best idea. The blood is dry. We can just clean it up after."
HOLT," Oh, agreed."
JAKE," Ah, I love tonight. However, there is the small issue of me losing my partner. Now, Terry, I know that you were upset that no one picked you earlier."
TERRY, Not what happened.
JAKE," Regardless, please be my partner, please, please, please, please, please, please."
TERRY," No! Heists are dumb, and I have work to do."
JAKE," You're dumb, and I have heist to do. Overreacted. Damn it! You know what? Forget Terry. At the time of the accident, my team had the plaque, so I will just grab it and give myself a four-minute head start."
HOLT," Not so fast, Peralta. I say we reset the plaque and start over."
JAKE," What? But my team had it. Charles, tell him."
CHARLES," No, Jake. We're resetting."
JAKE," Charles, what are you saying?"
CHARLES, The plaque goes back!
HOLT," Yes, Pork Chop. Yes."
ROSA," I have eyes on Kristy, Stacey, and Claudia."
AMY," You used their code names. You read the plans, addenda and all!"
ROSA," Damn right, I did. I told you, I'm all in."
AMY," And you didn't make fun of me for basing it all on ""The Baby-Sitters Club""."
ROSA," And I even did your suggested reading of ""Kristy's Big Day""."
AMY, You did?
ROSA, Calm down. You're such a Mary Anne.
AMY, I am! It's true!
HOLT," So, Boyle, I was impressed with how you stood up to Peralta and demanded a reset."
CHARLES," Ha! I'm Team Holt all the way, baby. Also, I'm pretty upset with him for letting Gina sweat up my skates."
HOLT," Well, perhaps I can use a teammate after all. Do you swear I can trust you?"
CHARLES, Yes. I swear.
HOLT, Let's unleash hell.
JAKE," Thanks for coming back, Bill. I really needed a teammate."
BILL," Hey, man, you're paying."
JAKE, Yeah. You can take the wig off if you want.
BILL," Whatever you want, man. You're paying."
JAKE," Could you stop saying that, Bill? It's making me a little uncomfortable."
BILL," All right, man. It's your money. That's the same thing."
SCULLY, What is this?
TERRY, It's a jack-o'-lantern. Don't touch it.
HITCHCOCK, Why not? Because you're hiding something in there?
TERRY, Because my daughters made it and your palms are all black. What have you been touching?
HITCHCOCK," Huh! Well, this has got me stumped."
PIZZA DELIVERY MAN, I got a pizza here for Raymond Holt.
JAKE," Whoa, whoa, whoa, whoa, whoa. Holt hates pizza. He's trying to distract us."
HOLT," Oh, if I were trying to distract you, I would have sent you the pizza. This is your doing, you and your male prostitute."
JAKE," Bill is not a male prostitute, I don't think."
AMY, What's going on?
AMY, Which one of you bozos did this?
JAKE, Us? You know how much planning it takes to get this many pizza guys here at the same time? A binder full of planning. This has Amy written all over it.
AMY," If I had done this, it would say ""Captain Raymond Holt"". I'm not going to disrespect you, sir, even for the sake of the heist."
HOLT, I'll guard the plaque!
AMY, You're not leaving my sight.
JAKE," Bill, can you see what's going on? Do you have eyes on Charles and Rosa?"
BILL, I don't know who anybody is.
CHARLES, There's too much pizza!
ROSA, I see Holt. I see Charles. Where's Terry?
TERRY," Terry's leaving, because Terry's got work to do."
JAKE, Hitchcock! Scully! Follow Terry!
SCULLY AND HITCHCOCK, On it!
JAKE, Aah! I'm getting bounced around like a pinball!
AMY, This is madness!
HOLT," Who hired you? Who do you work for, pizza man?"
JAKE," Everyone with a pizza, get out of here! The caboodle!"
AMY, The caboodle!
HOLT," The ""ca-boo-dale""!"
JAKE," I know one of you took the plaque. And I swear on my living mother's future grave, I'm not gonna let you get away with it."
CHARLES," Or it was you, Jake. You love pizza."
AMY, It's true. You had it for breakfast this morning.
JAKE," When pizza's on a bagel, you can eat pizza anytime!"
HOLT," Well, it certainly wasn't Boyle and me. We were out here the whole time."
CHARLES," Plus, we already ate. Autumn salads with farm-fresh squash. That's right, I'm catering for our team."
ROSA,Look who I found hiding in the interrogation room: this guilty son of a bitch.
TERRY," Still your sergeant. Look, I wasn't hiding. I was doing my work. Hitchcock and Scully were with me."
JAKE," Were they, or perhaps were they distracted by your brilliant pizza ruse?"
SCULLY, Totally distracted. I ate two whole pies. Folded 'em up like tacos.
AMY," You're suspect number one, Jeffords."
TERRY, Whatever.
HOLT," ""Whatever"". Spoken like a common criminal."
AMY," Still a long time till sunup. All I have to say is, whoever took that plaque, you better watch out. Come on, Rosa."
HOLT," Come on, Boyle."
CHARLES," Yes, sir."
JAKE, Come on Bill.
AMY," Okay, was the operation a success?"
ROSA, You tell me. Blended right in with the pizza guys. Got out my bolt cutters. Lock snapped on the first try. No one saw me leave. Got to hand it to you beautiful plan.
AMY, Beautiful execution.
ROSA, It's kind of like we're our own baby-sitters club.
AMY," Oh, my God, I don't want tonight to ever end. Did you by chance read the excerpt from ""The Truth About Stacey""?"
ROSA, The one about the rival baby-sitters-
AMY," That get caught smoking cigarettes? Well, let's just say that these two baby-sitters aren't getting caught with squat. This is where I stash a few cigarettes on the rare occasion that I need a puff."
ROSA," Dope. The hiding place, not the smoking. Mary Anne is better than that."
AMY, She's a work in progress.
CHARLES, This is so frustrating. There's no way of knowing who has the plaque.
HOLT, Amy and Rosa have it.
CHARLES, What? How do you know?
HOLT," Diaz usually favors her left leg, but after ""zero dark pizza"", she was suddenly favoring her right."
CHARLES," Yes, yes, which means that she was..."
HOLT, You trailed off and didn't finish speaking. Continue.
CHARLES, I don't want to.
HOLT, Her gait was thrown off because she was carrying the plaque. And I know exactly where it's hidden: in Santiago's secret cigarette stash.
CHARLES, How did you find that?
HOLT," Whenever she gets stressed out, she smokes. And it's almost too easy to stress her out."
HOLT," Oh, Santiago, I Never mind."
AMY, What is it? What? I got to go.
HOLT, Bing-pot.
HOLT, And now it's time to send in our cute little secret weapon.
CHARLES," I'm ready, Captain. I love the nickname."
HOLT," No, Charles, not you. I was talking about Cheddar."
CHARLES," Oh, right, obviously."
HOLT," Over the past month, I've had him trained to retrieve plaques. And now, boy, it's time to make Daddy proud."
CHARLES," Yes, sir."
HOLT, I could not have been more clearly talking to the dog.
JAKE," Time is running out. We got to stop playing by the rules and start playing dirty. Follow my lead, Bill."
BILL," Okay, but first I should tell you my safe word is ""cabbage""."
JAKE," Why? You know what? Never mind. It doesn't matter. Hey, Charles! Charles, get in here. Come on. What is Holt up to? Does he have the plaque? Does he know who does?"
CHARLES," I'm not telling you that, Jake. I'm Team Holt, and there's nothing you could say that will change that."
JAKE," Okay, fine, then I guess I have a new best friend, and his name is Bill."
CHARLES, You're not serious. He's just a prop for the heist.
JAKE," Sure, it started out that way, but you know how these things go, spending time together, sharing intimate secrets, laughing about nothing in particular."
BILL, Cabbage.
CHARLES," Holt has the plaque. It's hidden in the evidence room in a box marked ""Cold Cases 1972""."
JAKE," Thanks, bud. We will always be best friends."
CHARLES," You hear that, Bill? Nobody likes you!"
JAKE, Ain't she a beaut?
BILL, Sexy.
JAKE," Immediately ruined it, Bill. Immediately."
JAKE, Here you go.
HOLT," Chht, chht, chht, chh."
JAKE, What is happening right now?
HOLT," The last sands are running through the hourglass. Chh, chh, chh. Because your time is running out, and you are never going to get the plaque."
CHARLES," Oh, Captain, stop. I just can't let you embarrass yourself. I told Jake everything. He threatened to replace me, and I freaked out hard. I'm sorry."
HOLT, It's okay. I knew you would betray me. That's why I fed you fake Intel.
JAKE AND CHARLES, What?
HOLT," The plaque was never in ""Cold Cases 1972"". As if I'd just put it in a box, unattended."
JAKE," Uh, but you did."
HOLT," No, I didn't."
JAKE, Then how do you explain this?
HOLT," I have no idea. I put the plaque in my office. Cheddar? Come here. Come here. Come here, baby."
JAKE, What the hell?
HOLT," Yeah, thank you. Return to my office, please."
ROSA," What's up, you little turds? Wait, what is going on? We have the plaque."
AMY," Yeah, I just got it out of the vent to rub it in your faces."
JAKE," ""I Just Got It Out of the Vent to Rub It in Your Faces""; name of your sex tape. What?"
HOLT, Something strange is afoot. Which of these is real?
ROSA, Black lights. What the hell?
AMY," Oh, my God. Our precinct is disgusting."
CHARLES, Dear God. Hitchcock and Scully's desk.
ALL, Ugh!
JAKE, Wait. Look at the plaques.
JAKE," ""Are""."
CHARLES," ""Heists""."
JAKE," ""Dumb"". Are heists dumb? Of course not. That was a stupid question."
AMY," No, Jake, it's says, ""Heists are dumb""."
ALL, Terry!
JAKE, The Oscar for best liar goes to you!
TERRY, That's not an Oscars category. What's going on?
AMY," Not to be harsh, Sarge, but you're setting a terrible example for your daughters, and they're gonna grow up to be total failures."
TERRY, You take that back.
HOLT," No, she's right, Jeffords. Your children are doomed. Where's the plaque?"
TERRY," For the last time, I don't know. I've been working here the whole time. Ask them."
SCULLY," Well, actually, we both fell asleep."
HITCHCOCK, And Jeffords never woke us up. Coincidence?
TERRY, I don't need this.
ROSA, You're not going anywhere.
TERRY," Damn, Rosa!"
CHARLES, He's trying to get away! Everyone start panicking!
ROSA, He had someone lock the door.
GINA," 'Sup, losers? I have the real plaque! Unh, unh!"
JAKE," Gina! Of course! It all makes sense, except for the parts I don't understand and the fact that I still kind of think Terry did this."
GINA," Nope, it was all me. Three weeks ago, Captain Holt asked me to order a plaque that read, ""The Ultimate Detective/Genius""."
GINA," I did it, and I ordered three copies and a statue of Tyrese riding a dolphin."
ROSA, Is that relevant?
GINA," To my life, yes. Once I had the plaques, I manipulated Captain Holt into choosing Boyle as his partner. All it took was six bottles of dish soap."
GINA," See, this is what happens when Jake tries to wash dishes by himself. It's like he's helpless without Boyle."
HOLT, Yes. He is helpless without Boyle.
GINA, And you fell for my trap like a greedy little rat.
HOLT, Easy.
GINA," Yes, it was easy. And the next phase of my plan."
GINA," A, quote unquote, ""skating accident""."
JAKE, But you knocked out your two front teeth.
GINA, False teeth.
GINA, Fake blood. I lost my real teeth at Jenn Sutton's birthday party in fourth grade.
JAKE," Oh, you made sure I didn't remember that!"
GINA, It was minute five of seven minutes in heaven with Todd Cohen when he bumped the wall and a bowling ball fell on my face.
JAKE, Maybe I just wasn't at that party.
GINA," Once I had faked the skating mishap, I swapped out a dummy plaque for the real one. Then I left to go to the dentist."
CHARLES, And you convinced your dentist to help you carry out the rest of the heist.
GINA, No.
CHARLES, Of course not. Go ahead.
GINA," I came back, wearing the perfect disguise to make sure I was never noticed by anyone. Something so drab and uninspiring-"
AMY, This feels like it's gonna be a dig on me.
GINA, I wore Amy's clothes.
AMY, There it is.
HOLT," This is your doing, you and your male prostitute."
JAKE," Bill is not a male prostitute, I don't think."
AMY, That suit is not drab. It has a fun salmon lining.
GINA," No, Amy, it made me invisible. And now that I had that power."
GINA, Every time one of you stole a plaque. I replaced it with a fake.
GINA, And no one had any idea.
GINA," ""Heists are dumb""."
JAKE," Then we raced in here to blame Terry, and you trapped us. But how did you know he was gonna say ""heists are dumb""?"
GINA, Terry says that about everything.
TERRY, Everyone should wear suspenders. Belts are dumb.
TERRY, People should swim forward. The backstroke is dumb.
TERRY, 30 grams of fat? Hummus is dumb.
GINA," And now here you all are, locked up behind the glass like a bunch of loser fish. I bet you're wondering why I did it."
AMY, Because you wanted to win?
GINA, No! I had a loftier goal in mind. Can you do me a favor and tell me what that says right there?
HOLT," ""The Ultimate Detective/Genius""."
GINA, Detective. Can you imagine what that word sounds like to someone who's not a detective? Discriminatory. It's worse than segregation.
TERRY AND HOLT, Uh-uh.
GINA," Too far? I'm sorry. But I think I've proved a point, and that's why we're changing the name of the plaque forever!"
HOLT, To what?
ALL, Gina Linetti is the ultimate human/genius.
GINA, Thank you. And now I'd like to say a few words.
ROSA," You talked for, like, an hour when you had us locked in that interrogation room."
GINA," I'm a fair ruler. Your comment has been heard. But seriously, you guys, I just want to say, I freaking love you losers. Happy Halloween."
ALL, Happy Halloween!
ROSA, Take out your teeth.
TERRY, Yeah!
CHARLES, Yeah!
ALL, Take out your teeth! Take out your teeth! Take out your teeth! Oh!
GINA, I'm invincible!
NIKOLAJ," Papa, Papa, come in here!"
CHARLES," Hey, Papa’s here. (He sits down on the end of the bed)"
NIKOLAJ," Papa, I'm so scared. There's a monster in my closet."
CHARLES," Oh, buddy. Shh. It's okay, I'm here. Monster's aren't real, my little pierogi."
NIKOLAJ, But I saw it. It was big and hairy.
CHARLES," You just had a nightmare, buddy."
NIKOLAJ," No, it was real!"
CHARLES," I'm sure it felt that way. But (he stands up and walks over to the closet) I am gonna open this closet, and I’m gonna show you that there’s nothing in there."
NIKOLAJ," Don't do that, Papa!"
CHARLES, See? (He pulls open the closet and we see Adrian Pimento standing in there) Nothing-
CHARLES, Whoo!
PIMENTO," Ah, hey, Chuck. It’s Pimento."
CHARLES," And now Nikolaj says he's too frightened to ever sleep again, so that's just superduper."
PIMENTO," I don’t understand what he's so scared about. If I was there to kill him, he never would've heard me."
CHARLES, A thing you told him several times.
JAKE," God, Nikolaj is having such a rich childhood."
TERRY, Can we back up? (He turns to Pimento) What were you doing in Boyle's closet in the first place?
PIMENTO," Well, I still had a key from when I was crashing there last year, and I wanted to shower and anoint my body with essential oils before I saw Rosa. Duh."
JAKE," Well, she's gonna be so psyched that you're back."
GINA, Where have you been all this time? Figgis has been locked up for a month.
PIMENTO, I was in prison in Uzbekistan. It's actually not as bad as it sounds.
PIMENTO, I deserve this!
AKE, Why were you in jail?
PIMENTO," Ah, I got shot down smuggling ammo to a rebel group, flying an old Soviet prop plane. They tortured us. Made me eat my co-pilot's tongue. Oof, now I've got a taste for it."
HOLT, The important thing is you're safe and sound and back in Brooklyn.
PIMENTO," Thank you, Captain. Ooh, you smell good! Wowza."
HOLT, And end of hug.
PIMENTO, (He pulls away) Okay.
HOLT, I'll see about getting you reinstated to the NYPD immediately.
GINA, I think this deserves another hug.
PIMENTO, Me too.
HOLT, Nope. One was sufficient.
PIMENTO, Cool.
ROSA," Pimento, you son of a bitch!"
PIMENTO, You're the son of a bitch!
ROSA," Oh, we'll see who's a son of a bitch. (She walks over to him quickly)"
PIMENTO," Oh, yes, we will."
AMY, Aww. It's so sweet.
AMY, And violent.
JAKE," Yeah, this is awkward. I'm sure they'll stop soon."
JAKE, And it's escalating. Let's go.
TERRY, I left my phone in the briefing room.
TERRY, It's been 20 minutes. You think they're still-
HITCHCOCK," (He turns to them) They're not doing anything. Kissing just turned into talk. It's like, why even work here?"
ROSA, Listen up! We have an announcement to make.
PIMENTO," When I was in that Uzbek prison, choking on my own blood because my face was being beaten in, I realized, life is funny!"
TERRY, That's what you realized?
PIMENTO, Mm-hmm.
ROSA, And it's short. We're picking up where we left off when Adrian went into hiding. We're getting married tomorrow.
TERRY, Tomorrow. That's real quick.
PIMENTO," Thank you, Sarge."
PIMENTO," And we want it to be beautiful, and lush, and romantic, just like a Nancy Meyers movie."
ROSA, She's our favorite director.
JAKE," Aw. I love ""You've Got Mail""."
ROSA," That's Nora Ephron, you idiot."
JAKE, I know.
AMY," Wait, hold up. Planning a wedding like that in 14 hours would be the greatest organizational challenge in history. How are you gonna do it?"
ROSA, I was kinda hoping you would. (She smiles)
AMY, I thought I was supposed to get you guys the wedding present! (She laughs and claps) Of course I will!
ROSA, That's my girl.
AMY," (She cheerfully sighs and walks towards Rosa and Pimento before turning around to address the rest of the squad) All right. Listen up, people. The next 14 hours are gonna be hell, but in the end you will have the satisfaction of knowing that you've finally done something worthwhile with your lives."
TERRY, I kinda think the police work we do-
AMY," Eh-eh-eh! (Amy raises her voice) I don't have time to stroke your damn ego, Sergeant. Let's make a wedding!"
PIMENTO," Hey, Jake."
PIMENTO, I need a wedding favor.
JAKE," Of course. Anything. Except killing someone, or maiming someone, or breaking the law in any way, or nudity. Also I don't like waking up super early in the morning you know what, why don't you just tell me what you want?"
PIMENTO," Cool, I need to go to Neustadter, New York. I gotta pick up a pair of ruby earrings I pawned before I went into hiding."
JAKE, Neustadter's like six hours away. I'm not so sure we can get there and back in time.
PIMENTO," Jake, there's no wedding without the earrings. My grandmother wore them on her wedding day, and said they blessed her union. Do you want this union to be blessed, Jake? Or do you want this union to be friggin' unblessed?"
JAKE," Blessed, totally blessed. I'll do it, it's fine. But I should warn you, my car is a piece of junk and it's always breaking down."
PIMENTO," Ah, come on! The universe isn't gonna let anything bad happen to two best friends (He suddenly turns serious) unless we're in a fiery crash, and our bodies are burned beyond recognition."
PIMENTO," Ooh, Gina's got jelly beans!"
GINA," Pimento, no."
GINA, Bad.
PIMENTO," Sorry, Gina. (He turns to Jake, murmurs and then walks off)"
JAKE," Turning to Gina That was amazing. He actually listens to you. Hey, you should come with us on this trip. You know, in case he starts acting-"
GINA, Bat crap loony tunes.
JAKE, Yes. You can use your powers to keep him in check.
GINA," Yeah, people fear me."
JAKE, Mm.
GINA, The only reason I'm not your boss right now is 'cause I'd hate to do that to Holt. He needs this.
JAKE, And also you're not a cop.
GINA," Well, you're not the basis of a character on ""Empire"", Jake, but I don't throw that in your face every damn day."
JAKE, So you will come with us?
GINA," Yeah, I'll be there."
JAKE, Pointing at Gina You da man!
GINA," Bye, girl!"
JAKE," See ya in the car, girl."
AMY," Okay. First, the good news. I've generated a detailed timeline broken down into 30-second increments to keep us on track. The bad news: we're already 16.5 increments behind schedule."
TERRY," Oh, man. Terry feels overwhelmed."
AMY," Good! Use it! Neil Armstrong was overwhelmed when he walked on the Moon, but you know what he did? He walked on the Moon! Charles, you're in charge of food."
CHARLES," I've been planning a nuptial menu since the day I met Genevieve. Warning, it will be delicious and highly erotic."
ROSA," Your menu is not gonna involve animal genitalia, is it?"
CHARLES," No, I was gonna make not that."
AMY," Terry, you're on hair and makeup. I've seen your little girls' pigtails, so I know you can do it."
TERRY, They actually prefer my hair work to their mommy's. I love their little heads.
ROSA," Terry, what's going on, man?"
TERRY, It's just a matter of time before I'm doing their hair at their weddings. It goes so fast. They're still babies!
AMY," Pull it together, Jeffords! Scully and Hitchcock, you're in charge of seating."
SCULLY," Smart move, Amy. I've been called the Leonardo da Vinci of sitting on my ass."
AMY," Great. And, Captain, you can help me decorate."
HOLT," I'm at your disposal, just tell me what to do. I'm here to implement your vision."
AMY," Well, we just wanna keep it classy."
HOLT, Got it. Balloon arch.
AMY, What?
HOLT," Say no more, it's done. I'm off to the nearest balloon store. "
AMY," Okay, Rosa. You go to the office, have a couple bellinis, and just relax."
ROSA, What's a Bellini?
AMY, Peach juice and champagne.
ROSA," Peach juice and champagne? What am I, six?"
AMY," Come on, just try it. It's what Nancy Meyers would drink."
ROSA, Fine. For Nancy.
JAKE," So, big day. How you feeling, buddy?"
PIMENTO," Good, giddy. I've never felt giddy before. Didn't realize how close it was to hungry."
JAKE," You know, it's possible you're just hungry. When's the last time you ate?"
PIMENTO," Uh, three days ago?"
JAKE, Ah.
GINA, You excited for being married?
PIMENTO," Yeah! I love Rosa. I can't wait to just jam my tongue in her earholes, and eat the hair off her head. Hoo! I'm giddy."
GINA," Aw, that's cute."
JAKE," All right, we're looking for 381 Smith Street. It should be up here. Hopefully they still have your earrings."
GINA, You sure we're looking for 381? 'Cause 381's looking a little crispy.
PIMENTO," Oh, no. It burned down. How did this happen?"
JAKE," Uh, it's okay. Everything's gonna be fine. We'll think of something, all right?"
PIMENTO," Nope! This is a sign from the universe. I can't marry Rosa. Guys, (he pauses) the wedding's off."
PIMENTO," Oh, no, no, no! (He groans) That's it! We're not getting married. This is a disaster."
JAKE," Come on. I mean, they're just earrings, right? We can get another pair, (Pimento looks shocked) or we could make some new ones. All we need is, like, a blacksmith. Or a smelter a smelt man- that can't be right. The point is you can still married."
PIMENTO," No, Jake. You don't understand. The universe is sending me a sign. And when the universe talks, I listen!"
JAKE," Well, I personally don't even really believe in signs, so-"
PIMENTO, What? Then you deserve to die.
JAKE, Ah
PIMENTO," The sign was real. If I ignore it and marry Rosa anyway, I'm basically asking the universe to stomp on my balls."
JAKE," Okay, good point. (He turns to Gina) Hey, Gina, I could use your help here. You wanna maybe weigh in on this one?"
GINA," Yeah, sure. (She turns to Pimento) You're right. The marriage is cursed."
JAKE, What? No! You weighed in wrong.
GINA," I'm sorry, Jake, it's an omen. And I'm not taking your side against the universe's, it's hundred of years old."
JAKE, What if there was something in the universe that could prove to you that you should still get married? What would that be?
GINA," Finding his grandma's earrings. Or we could cut Rosa's ears off, and then it's like the earrings don't even make sense."
PIMENTO, Thank you! Someone's trying to help.
JAKE," Okay, so the earrings. (Jake starts typing on his phone) Maybe somebody bought them before the place burned down, right? We could track 'em down. And lookee here. (He holds his phone up) I just got the owner's name. That's good, right?"
PIMENTO," Okay, maybe there is a little bit of hope."
JAKE," (Snaps his fingers) You're damn right there is. (He then looks up and points at the sky) Suck it, universe!"
PIMENTO, Are you crazy?
GINA, Why would you even say that?
PIMENTO," Come on, man!"
AMY," How are the chairs coming, guys?"
HITCHCOCK, Shh. We're working!
SCULLY, (He starts bouncing on the chair) This one's good.
AMY, Okay. So we'll go with that one?
SCULLY," No, I said it was good. I didn't say it was right."
AMY," Wow, you're taking this really seriously."
CHARLES," Amy, will you taste this batter?"
AMY," Mm-hmm. (She leans forwards and tastes the batter. Hmm, (she makes an unsure face) I think it's a little off."
CHARLES, You know what's off? Your mouth!
CHARLES," Why Jake lets your stupid tongue anywhere near him, I'll never know. (He tastes the batter himself and looks disgusted) Nope, I forgot the sugar. That's on me."
AMY," Whoa, you really made the balloon arch."
HOLT," Made? No. I birthed her. There's no form more graceful than the arch, no object more whimsical than the balloon."
AMY," Yes, you and I think that, but what will Rosa think?"
HOLT," Good point. Rosa would want a much, much bigger balloon arch. Back to the balloon store."
TERRY," Uh, Amy? We've got a problem."
AMY, What?
TERRY, Rosa's drunk.
AMY, Rosa? No. How?
ROSA," Bellinis rule! Nancy Meyers, you've done it again, you saucy bitch."
SHOP OWNER," For the last time, I don't have your earrings. They didn't survive the fire."
GINA," Aw, no, this is really bad."
JAKE," Well, not necessarily. I mean, maybe the universe allowed something else to survive, you know? Like a rabbit's foot."
SHOP OWNER, I don't think you understand how pawn shops work.
JAKE, I don't think you understand how they work. Yours burned down! I'm so sorry you lost everything. I'm just really worked up.
JAKE," No, please don't!"
JAKE," Okay, so I know that seemed like a little bit of a dead end. (He chuckles)"
PIMENTO, She's got the earrings.
JAKE, She does?
PIMENTO," She stole all the merch, and then burned down the store. She was wearing a necklace that I also pawned there."
GINA," Oh, snap! Signs on signs on signs!"
JAKE, Are you sure it's the same necklace?
PIMENTO," Uh, yeah, Jake. I once punched it through a guy's throat, so I'm pretty sure I remember it."
JAKE," I stand corrected. All right, I'm gonna call the local police and get a warrant. (He starts typing on his phone."
PIMENTO," Oh, don't bother. Let's just kick down the door, and take back what's mine."
JAKE," No! No, no, no. That's a bad idea."
GINA, He's right. Just use the lattice. The upstairs window's open.
JAKE, No!
PIMENTO, Nice! (He then runs off)
JAKE, What are you doing?
GINA, I'm trying to make this wedding happen. What are you doing?
JAKE," Trying to keep us out of prison. You know what, forget it. I'll just deal with him myself (he turns around to see where Pimento went) nope, he's already on the roof."
GINA," Aha! Yeah, dog! Yeah! Yeah! Yeah!"
AMY," Rosa, what happened?"
ROSA," Sorry. I didn't know you could drunk off champers. I mean, it's half bubbles."
CHARLES," Don't worry, Amy. I got this. I'm a master at sobering up."
AMY, Are you sure?
CHARLES," Uh, you don't go to the Renaissance Faire every weekend in your 20s without learning how to handle your mead."
AMY," Great. Thanks, Charles."
CHARLES, Mm-hmm.
ROSA," Charles, I'm getting married today."
CHARLES," Yes, you are. And I'm gonna make sure you are sober when that happens. Now I just need cayenne pepper and some horse milk."
ROSA," Marriage is the best. Hey, how come you and Genevieve aren't married? Huh?"
CHARLES," Uh, you know, it's complicated."
ROSA," No, it's not. It's easy. Bring her down here. We'll all get married!"
CHARLES," Yeah, right. She doesn't want that."
ROSA," Whoa, that sounds."
CHARLES," No, no, no, no, no, no. No, no, no. Uh-uh, no, no."
CHARLES," Everything's great with us. I mean, if it was up to me, we'd get hitched, but she had a really bad divorce, so-"
ROSA," Oh, I'm sorry. Does that upset you?"
CHARLES," I'm good! Yeah, I'm good!"
CHARLES, I'm so sad. I love her so much. I wanna marry her butt so bad.
ROSA, To Genevieve's butt!
CHARLES, To Genevieve's butt!
PIMENTO," Look at all this crap. See, I told you. They took all their merchandise, and burned their store."
JAKE, This is a bad idea. We should leave now.
PIMENTO," What? No. All we're gonna do is find the earrings, and then light this place on fire for revenge."
GINA, Check it out! (She picks up a wooden rainstick) Rainstick. Keeping it.
JAKE," No, you're not. That is a crime."
GINA," Untrue. Once you steal something, none of your stuff belongs to you."
PIMENTO, I've heard that too.
JAKE," No, you haven't. No one has. Put that down."
GINA, Okay. (She turns the rainstick over causing it to make trickling sound)
JAKE, Gina! Be a quieter robber!
GINA, But you told me to put it down.
JAKE," Hi, we met earlier."
SHOP OWNER, You're breaking into my house?
GINA, Or are you breaking into our house?
JAKE, Yeah.
SHOP OWNER, Dino! Robbers! Dino!
PIMENTO, Aha! I found the earrings!
SHOP OWNER, Dino! Get up here!
PIMENTO," Yeah, Dino! Get in here! So you can watch me light your house on fire!"
JAKE," Whoa! Okay, everybody, just keep it cool. Everybody be chilly chill chill."
DINO, I am gonna slice your face off!
JAKE," Not chill, Dino."
DINO," Let me in there, you sons of bitches!"
JAKE," Wait, wait! The trellis won't hold all three of us at the same time."
GINA, Smart.
PIMENTO," Look at all this crap. See, I told you. They took all their merchandise, and burned their store."
JAKE, This is a bad idea. We should leave now.
PIMENTO," What? No. All we're gonna do is find the earrings, and then light this place on fire for revenge."
GINA, Check it out! Rainstick. Keeping it.
JAKE," No, you're not. That is a crime."
GINA," Untrue. Once you steal something, none of your stuff belongs to you."
PIMENTO, I've heard that too.
JAKE," No, you haven't. No one has. Put that down."
GINA, Okay.
JAKE, Gina! Be a quieter robber!
GINA, But you told me to put it down.
JAKE," Hi, we met earlier."
SHOP OWNER, You're breaking into my house?
GINA, Or are you breaking into our house?
JAKE, Yeah.
SHOP OWNER,  Dino! Robbers! Dino!
PIMENTO, Aha! I found the earrings!
SHOP OWNER, Dino! Get up here!
PIMENTO," Yeah, Dino! Get in here! So you can watch me light your house on fire!"
JAKE," Whoa! Okay, everybody, just keep it cool. Everybody be chilly chill chill."
DINO, I am gonna slice your face off!
JAKE," Not chill, Dino."
DINO," Let me in there, you sons of bitches!"
JAKE," Wait, wait! The trellis won't hold all three of us at the same time."
GINA, Smart.
PIMENTO, This is the worst day of my life. The universe doesn't want me to marry Rosa.
JAKE," Look, it's gonna be fine. We'll get the car fixed and make it back in time. Gina, when's the tow truck getting here?"
GINA," No idea, I'm talking to my spiritual adviser. He says we have an engine problem."
JAKE," Yeah, I know, that's why I said call a tow truck!"
GINA, So you meant my spiritual adviser is right?
PIMENTO," Guys! This is my fault. I should've just given up when fate burned down the pawn shop, okay? Stupid Adrian. (He starts shouting at himself) Stupid Adrian! Idiot! Read the signs!"
JAKE," Enough! I'm so sick of this garbage, all right? The two of you need to stop looking for signs everywhere- (Jake notices a sign giving the direction of an Airport) oh, my God, a sign."
GINA," Whoo! He can fly! Prop planes! You can fly, you can fly!"
